LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
186252.15763018417,1,1,2,29,0,0,0,0,0,0,139913,85052,128476,97404,72394,102668,3636,10384,4608,2489,4520,17029,1
127659.50102508481,2,2,2,24,-2,-2,-2,-2,-2,-2,436,157,632,-2191,739,1637,89,1902,102,-475,-96,-188,0
98846.65373523824,2,2,1,40,2,2,0,0,0,0,15560,35395,-843,19389,27545,15680,417,1167,271,218,186,109419,1
266325.88462304213,1,2,2,28,0,2,0,0,0,0,95359,68330,65663,144306,44346,56962,106268,1196,4462,2210,2638,4229,0
91033.0296344496,2,3,1,46,0,0,0,0,0,0,47373,89075,81577,72239,31467,44026,3560,1208,2610,3401,3307,1363,0
50652.17701934133,1,1,1,37,-2,-2,-2,-2,-2,-2,-1052,119,4605,-1306,9847,-3833,14593,19008,238,41197,273,10458,0
190794.7184977939,1,2,2,50,0,0,0,0,0,0,378231,186573,209464,152685,137158,36011,5455,2750,5105,651,1998,4288,0
355178.9494039887,2,1,2,33,0,0,0,0,0,0,79947,383222,227449,135143,19680,83287,63874,4003,5411,7245,276,23766,0
25204.038260491972,1,2,1,55,1,2,5,4,3,-1,1709,-1017,-2030,171,1185,696,32,-673,696,-57,1348,-9,0
373131.202868883,2,1,2,39,-2,-2,-2,-2,-2,-2,7475,5632,4533,6574,6077,-325,1163,18471,2460,23614,3586,18309,0
17027.70946661446,1,2,2,39,-2,-2,2,-2,2,3,-1092,4068,-2900,8119,7578,8065,-451,50,938,8,239,6,1
27331.44283135557,2,3,2,47,0,0,0,0,0,0,19316,25681,-7435,29355,3266,7487,2228,1916,1047,129,1306,1292,0
498682.34521425766,2,1,2,24,-1,-1,-1,-1,-1,-1,27419,11796,272747,123654,631545,24308,26329,4154,252753,14142,10664,17331,0
56848.539938654925,2,2,2,46,0,0,-2,-2,-2,-2,13256,-131,-1098,-1687,-82,510,422,9732,299,147,-5,56,0
52229.45052444007,2,3,2,46,-1,-1,-1,0,0,0,35272,32882,70788,19857,-276,1612,1483,3788,806,1024,251,1338,0
105277.57796467464,1,1,1,26,1,0,0,0,0,0,41515,50811,73008,53257,31608,48906,3644,1300,1432,2010,3615,827,0
282986.17172818,1,2,2,38,1,-2,-1,-2,3,-1,43473,29375,43253,19336,49779,21740,31251,7860,29943,8570,11704,11789,0
47422.37758968939,1,2,2,47,1,2,2,0,0,0,24292,42746,58666,29972,29651,64114,-82,1223,1222,1961,1632,1478,1
53193.16618393186,1,2,1,51,1,2,-2,3,2,3,35097,5763,-3002,1336,10324,20075,-261,-453,1304,129,1827,11464,0
94524.0774095844,1,2,1,48,0,0,0,0,0,0,34135,85082,64510,87260,27898,30044,2781,1116,7676,2032,2317,1354,0
134456.82720938287,1,2,2,27,1,-2,-1,-1,0,0,3273,311,16762,1903,8883,394,1029,1545,3064,2777,713,2843,0
248905.50829953296,1,2,2,45,1,2,0,0,0,0,50446,91370,200709,282762,96430,65927,9283,13091,5848,8312,4156,15509,0
22265.651141557737,2,2,0,44,-1,-1,-1,-1,-1,-1,-2690,194,-641,662,-528,2208,-431,121,767,1454,-200,335,0
221017.69406992072,2,1,1,41,-2,-1,-2,-2,-1,-2,9716,11668,11188,5840,13988,21140,23936,10311,18882,17702,9062,106615,0
97843.85498188273,1,2,1,39,0,0,0,0,0,0,43405,44336,51921,70147,59588,43432,4700,2408,2058,3933,3498,1296,0
89968.29996230593,2,2,1,33,2,2,2,2,2,2,77644,45546,80523,25049,44305,110126,4452,226,3412,296,4472,1947,1
245104.98854645414,1,2,1,28,0,0,0,0,0,0,440949,510775,323071,288563,200906,169779,8260,8284,8534,9268,575,9517,0
166098.90540036772,2,2,1,42,-1,2,-1,0,0,-1,35847,42799,28374,23833,55192,42825,2137,1203,314,173,3388,1550,0
27304.369493812734,2,2,3,42,1,-1,-1,-1,-1,-1,11167,1105,-1130,326,15689,524,300,2399,-413,630,-325,3676,0
270936.16187594185,2,1,2,40,-2,0,2,0,0,0,405923,356088,257819,285266,159729,188982,20383,8499,7420,10749,10848,15436,0
194094.6734135037,2,2,2,26,-2,-1,-1,-2,-2,-2,1204,504,-142,566,743,-44,-147,-291,319,-307,28,52,1
94933.7510946579,1,3,1,41,0,3,2,2,3,0,43080,12211,21297,28607,33797,31482,180,1204,2822,24443,1491,1543,0
49434.22189030662,1,4,1,36,2,-2,-2,-2,-2,-2,4882,9487,3250,-205,266,-1,214,225,-13,328,-18,-42,1
33637.89094367007,2,3,2,23,0,0,0,0,0,0,16462,9759,15611,23042,26795,22244,2388,291,1382,1243,2916,999,0
219672.37482652394,2,4,2,49,-1,-1,-1,-1,-1,-1,6275,9414,11604,5507,-244,6243,17913,14683,832,597,18280,33101,0
99670.99828496622,2,1,1,36,2,3,2,2,2,2,87601,47664,100687,74628,99608,40023,4624,1257,1081,3725,2213,7464,0
192783.53133123307,2,1,2,27,0,0,0,0,0,0,138757,135443,160707,130162,74594,139956,7850,2595,3822,5080,2966,6763,0
19926.5505868501,1,2,1,45,2,2,2,2,2,2,163917,144822,69179,345366,169409,140535,-84,3211,133,3477,3560,2477,1
194819.55136847775,2,1,1,32,0,0,0,0,0,0,415860,339708,257524,275660,211104,162839,13512,9052,9016,6463,16610,23893,0
214087.68360238706,2,3,2,43,0,0,0,0,0,0,51149,71270,69192,25272,20145,35054,1712,601,3950,1048,2818,1855,0
341534.7339156611,1,2,2,60,0,0,0,0,0,0,566972,379357,310905,277846,286656,310513,10825,12741,8181,9006,7033,2857,0
88967.63784518966,2,3,1,37,2,2,0,0,0,0,108551,87203,145941,104548,58561,158604,3973,7727,3509,3459,1523,7476,1
98540.90379850294,1,2,2,42,1,0,0,0,0,0,26957,42610,30416,63773,32890,27599,1242,2147,-17,5843,1781,650,0
486546.62956049293,2,2,2,24,-1,-1,-1,-1,0,0,4016,15406,266570,20387,14819,21344,13289,13167,49643,5374,6109,3059,0
193212.01711956787,2,2,2,40,-1,-1,-1,-1,-1,-1,-1482,316,235,354,-274,1365,236,-867,715,-302,3261,225,0
138821.37356300268,2,2,2,43,1,0,0,0,0,0,30744,29674,10740,22237,33711,70293,2487,572,1905,5712,4715,1241,1
34253.65399119676,1,2,2,20,0,0,0,0,0,0,24121,17176,11016,29508,21453,35354,3872,1148,-1458,1635,602,2119,0
200245.7076415401,2,6,1,26,2,0,0,0,0,0,417312,287072,132435,262231,199517,178810,7245,17042,9949,9324,18246,9887,1
95643.21114310971,2,2,1,39,2,2,2,0,0,2,71483,59992,80275,35747,20547,85792,-44,255,1468,3274,1548,1518,1
25108.817124616,1,2,2,49,2,3,2,0,0,0,16811,27569,7004,29853,8981,2561,-145,1501,2441,120,1085,164,0
212145.58577739086,2,3,2,47,0,0,0,0,0,0,104263,92659,71368,91880,42509,96901,4462,4902,7191,4933,2972,7771,0
215579.97984691,2,2,2,27,-1,-1,-1,-1,-1,-1,860,608,1769,1444,981,13787,3700,-550,173,152,5065,3334,0
22421.626774239143,2,2,0,42,2,-1,-1,0,0,-1,17125,2143,1696,9657,-825,13881,-759,571,1195,19,1165,-191,1
343086.628382545,2,1,1,34,0,0,0,0,0,0,504034,431833,103711,297752,195750,186564,8851,31859,90500,7198,11116,5126,1
96201.69881094048,1,2,2,41,0,0,0,0,0,0,46245,51481,96913,17884,59524,61400,1503,4187,5052,2393,7183,5054,0
214815.72073265127,2,5,1,44,0,0,0,0,0,0,91898,33366,15422,44977,19406,87376,3465,7682,7086,12074,15440,172209,0
24851.421090082797,1,2,2,26,-1,-1,-1,-1,-1,-1,4832,7332,1469,67,13846,23950,19274,14094,9052,-47,3611,24507,0
107893.96491520101,2,2,1,43,1,2,-2,-2,3,-2,1101,-78,-82,1157,-27,-51,-391,99,651,-100,12,94,1
176045.14431214516,2,1,2,25,0,0,0,0,0,0,174274,231870,189969,279050,203640,97421,6083,7688,5216,5839,6865,9137,0
31355.280343727245,1,2,2,41,1,2,0,3,2,2,26164,31615,34322,16430,35504,15486,125,1167,293,-277,1690,855,1
489690.3547102703,1,2,1,49,1,2,2,-1,0,0,7432,2320,15694,8220,-1587,15692,114,585,6078,3079,11304,307,1
55978.16487531304,1,5,2,46,-1,0,-1,0,0,-1,9755,33811,2107,-306,525,463,22,2386,365,235,647,1058,0
91523.42384671072,1,3,1,51,1,2,0,0,0,0,54039,111593,135845,103897,98933,89158,64240,3071,10447,3160,2562,2083,0
336648.8805196134,2,1,1,51,0,0,0,0,0,0,517885,376833,188148,234982,523170,173881,20712,15306,7631,9854,12936,22838,0
101243.51992202867,2,3,2,35,0,0,2,2,2,2,26827,46059,87308,80259,31481,9661,4691,1017,111,2170,24483,371,0
21170.891617153236,2,3,2,45,0,0,2,-1,0,0,3286,14404,898,73319,30167,2779,6910,-190,531,-246,9048,176,1
51549.998162493765,2,2,1,39,2,3,2,-2,-2,-2,2286,4532,6666,1772,21243,32786,1282,749,720,2857,-171,1644,1
200207.58842415744,2,2,2,34,0,-1,-1,-1,-1,0,8227,28808,11596,-989,12687,5960,2212,4312,1549,6236,5547,4785,1
210090.1464901103,2,1,1,39,-2,-1,-2,-2,-1,-2,7968,6807,13060,6153,9938,2368,20570,16773,686,11657,31561,41711,0
144927.20756460377,1,2,2,44,-1,-1,-1,-1,-1,-1,27312,39296,38873,-1520,-404,1294,1176,746,157,65,19894,-69,0
374202.33445738564,2,1,2,37,-2,-2,-2,-2,-1,-2,15305,9333,14686,4658,40749,5519,29799,5547,9146,11933,5243,6790,0
31103.32845936002,2,2,2,43,-1,-1,-1,-1,-1,-1,5542,658,-272,-1542,2544,15336,1158,1280,132,1065,478,307,0
200035.01104261092,2,2,2,42,0,-1,-1,-1,-1,0,3989,34259,29621,-1332,46172,1676,7513,-595,1801,854,-614,-319,0
146920.9670140417,2,2,2,42,-1,-1,-1,-1,-1,-1,-564,2950,1641,961,1670,17603,-119,4822,1036,11323,332,3267,0
220327.89886023698,2,1,2,40,0,0,0,0,-2,2,140515,43503,92518,55456,46817,17412,27441,13707,244,-484,-114,70321,0
194877.29998672527,1,2,2,28,0,0,0,0,0,0,184135,272131,209088,124428,48655,65140,192,3632,4547,3627,10673,3648,1
191572.51160195,2,5,1,43,0,0,-1,0,0,0,48036,76664,26595,37574,3787,34620,4302,2071,3709,263,4037,134917,0
54927.94787525784,1,2,2,25,-1,-1,-1,-1,-1,-1,36541,520,840,-67,529,411,341,779,629,376,136,233,0
24878.11013893386,2,2,2,50,0,0,-1,-1,-2,-2,9354,775,232,118,-1107,-426,1801,918,594,-155,-121,308,0
23744.390828128253,1,2,1,42,1,2,2,-1,3,3,4176,469,1019,-1698,126,1492,-32,-893,614,-45,56,-150,1
98830.62119143517,2,3,2,45,2,-1,0,0,0,0,39389,28233,19626,12002,14637,14425,697,3257,3247,798,1433,37,0
487335.1490555585,2,1,2,41,0,0,0,0,0,0,71850,67016,78332,85839,25178,74921,2604,1295,5577,2789,1994,1013,0
632414.091519427,1,3,2,42,-1,-1,0,0,0,0,39336,24101,17392,7207,13680,510,1387,-1275,2757,1903,1558,3464,0
48139.958171502716,1,2,2,35,1,-2,-2,-2,-1,-1,-85,184,-533,2029,3178,1837,-269,247,2016,339,397,2431,0
25207.002945730826,2,3,2,50,1,2,0,0,0,0,11429,9823,9438,33569,24467,12199,117,270,2907,1171,1917,348,0
215096.70759921573,2,1,1,23,0,0,0,0,0,0,37669,54767,64981,31615,40670,34528,2547,3180,5956,1297,2210,7769,0
327127.9467111848,2,1,1,47,0,0,0,0,0,0,465590,357490,237305,223607,387520,401395,18665,12799,8649,11654,12299,19657,0
328154.45173446444,1,4,1,50,0,0,0,0,0,0,334828,446639,160809,208336,387180,151307,14582,10450,6880,11126,726,8336,0
371760.7412989677,2,2,2,40,-2,-2,-2,-2,-2,-2,3726,7203,1314,-1422,1761,2120,1669,16589,222,-199,-245,6627,0
149711.2829806334,1,1,2,27,-1,-1,-1,-1,-1,-1,4452,8045,1700,905,14365,6929,17814,-65,2265,460,991,2805,0
16735.720568119967,1,3,0,56,1,2,2,-1,0,0,2502,1792,105,2340,1077,14249,-569,761,1684,-136,287,16,1
85365.39638471432,1,2,1,42,2,2,5,3,3,3,31300,10930,-493,28419,43556,39868,-575,-50,430,-1,1900,-110,1
195259.81389866016,2,1,2,34,0,0,0,0,0,0,198805,136160,100376,83977,112135,133508,7546,5213,795,8923,3263,10612,0
87062.69007260862,1,2,2,23,0,0,0,0,0,0,49105,70837,42096,59518,45255,42283,3501,4214,3045,3125,2264,4305,0
83324.35689422283,1,2,2,36,1,2,2,2,2,2,28772,56217,68676,33818,37108,27689,5,2028,1050,219,1762,2178,1
72635.6136738168,2,3,1,38,2,2,2,3,4,2,9152,29724,2352,33160,32008,27594,362,-254,738,135,301,378,1
153342.3307786494,2,2,2,40,-1,-1,-1,-1,-1,-2,11169,29766,30094,-1140,542,11136,15296,10552,307,7117,403,110719,0
209226.71554059352,2,3,1,38,-1,0,-1,2,2,2,38985,32230,29779,2604,25403,15739,2297,789,368,411,3463,101,1
213275.91173607815,1,2,2,49,0,0,0,0,-1,-1,14729,4541,9973,2333,9916,16899,4966,9964,12026,5557,10386,72542,0
207808.47948984263,2,3,2,32,0,0,0,0,0,0,48351,97852,125685,58815,71871,154572,6285,7471,3999,6143,4585,6524,0
27885.36618606488,2,2,2,39,0,0,0,0,0,0,20709,18643,4289,5165,5200,15050,250,944,387,2416,16,2203,0
45253.261627439366,1,2,1,39,1,2,2,3,2,2,50548,27244,-5,2497,28618,750,-186,-750,2372,-234,3961,136,1
26020.90176566759,2,2,2,44,0,0,0,0,0,0,9469,10063,22929,11973,23423,9511,10867,1450,-174,2301,343,1892,0
94973.83689531348,1,3,1,43,0,0,0,0,0,0,53238,52993,29232,15405,18181,-276,3006,977,533,1538,691,487,0
87266.6617795407,2,2,1,37,2,2,2,2,2,2,78074,86645,109808,81580,58429,54036,3146,1616,753,3751,5584,2138,1
55450.46732724172,1,3,2,29,-1,-1,0,0,0,-2,39731,-115,10296,11349,350,-434,549,651,113,612,280,265,0
206857.0471894254,2,1,1,46,0,0,0,0,0,0,131018,100973,43547,117908,30794,116470,2954,2606,2778,647,2843,1127,0
280487.77200127096,1,2,1,33,1,2,2,0,0,0,184350,239310,92461,115382,79777,127582,4943,1699,4887,6043,4870,6104,0
36179.49980724712,2,1,2,23,0,0,0,0,0,0,35896,32629,53869,19100,27870,26976,1496,769,2916,1005,1887,964,0
91090.85604437825,1,2,1,24,1,0,0,0,0,0,43978,9024,36898,66225,16753,55234,4515,360,1685,2689,2649,946,0
88245.81319695884,1,2,0,30,2,0,0,0,0,0,71278,43257,53866,59697,57062,46308,1767,924,2004,4029,3137,2009,0
196149.6941273405,2,3,1,53,0,0,0,0,0,0,118089,203626,154482,93075,96952,164016,6859,11261,5915,2374,1686,232314,0
356099.8728235919,2,1,1,40,0,-1,0,0,0,0,15303,188155,7272,71310,244,18816,22437,6416,9287,6236,2903,6147,0
211975.25438282854,2,2,2,27,-1,-1,-1,-1,-1,-1,1682,747,2438,740,-1114,22835,648,3193,767,910,748,2199,0
102740.59889202972,2,1,1,39,0,0,0,0,0,0,151825,57093,58777,52432,46253,64598,3956,1106,1159,683,1880,1886,0
497768.30069907807,1,1,1,62,-1,2,0,0,0,0,11504,103453,23476,69007,40282,68498,224,2978,6041,511,-194,484,0
30993.053179196777,1,2,2,23,0,0,0,0,0,0,29705,11041,7753,26499,24686,2857,1518,-507,-270,-93,539,259,0
373447.73378966114,2,1,2,23,0,0,0,0,0,0,35644,50611,76028,-1605,47993,5943,1724,4081,1395,3793,6555,849,0
50606.7403561591,1,2,2,35,1,2,2,2,3,2,36116,23556,7068,17158,24226,14049,-160,701,421,1836,41,81,0
52922.84560272586,1,2,2,41,1,-2,5,-2,2,3,3215,7365,3941,11147,5180,29560,55,561,1430,226,1512,2589,0
214025.2162684873,1,2,2,47,0,0,0,0,0,0,377540,308673,97551,83843,269577,63075,50949,78299,8693,6017,7604,7344,0
212683.00020624534,2,1,2,54,-1,-1,-1,-1,-1,-1,3109,1321,-359,804,50559,2502,1191,1018,1579,9662,9746,1519,1
31659.44478290296,1,2,2,23,1,0,0,0,0,0,20090,14876,30598,21288,25412,41236,1832,547,1741,2525,587,907,0
268864.73272299464,1,2,1,21,1,2,0,0,0,0,12167,71767,50540,56167,9657,33672,-605,5097,1169,1293,2513,603,1
206724.135949661,2,3,1,53,-1,-1,-1,-1,0,-1,33877,11152,1030,61574,1089,5340,18207,35671,82576,327,2758,131230,0
203520.38699466092,1,2,1,46,0,0,0,-1,0,0,59571,19309,23804,11865,150973,410,538,3482,9910,-277,783,221,1
149922.35465128068,2,2,2,39,-1,-1,-1,-1,-1,-1,-2677,36486,31590,373,725,29735,24147,81334,165130,783,64234,148308,0
187361.8176052172,2,1,2,28,0,0,0,0,0,0,170583,95145,98062,141356,145044,90503,6313,163,4386,833,2691,6844,0
94976.0077283913,2,2,1,24,2,0,0,0,0,0,52431,11520,8934,6558,37895,54801,2476,402,1477,2392,1968,1678,1
110239.237244977,2,3,1,48,0,0,0,0,0,0,57774,53057,74658,28753,26420,23322,5392,2575,947,2753,3509,1907,0
144240.7587405645,2,2,2,25,-1,-1,-1,-1,-1,-1,-1265,238,-794,347,251,-737,592,10170,894,234,6245,213,0
344029.1561659347,2,2,2,49,-2,-2,-2,-2,-2,-2,165,1644,424,575,1301,425,11474,13713,566,-128,123,13897,0
24445.44187927468,1,2,2,50,1,2,2,2,2,2,31709,271825,75465,197800,407131,156042,744,7061,4729,7270,13609,21231,0
215720.84450057097,2,2,2,25,-1,-1,-1,-1,-1,-1,5207,742,38517,-836,9179,12461,1379,91118,75312,6305,2944,134167,0
102158.30578339749,2,3,1,42,0,0,0,0,0,0,41096,47240,21803,11867,30034,3887,2751,947,1138,562,1720,651,1
203779.20117735377,2,3,2,50,0,0,0,0,0,0,185067,84560,83603,7845,25750,9720,3696,3203,5786,202,1886,1036,0
317017.0123396163,1,1,1,25,0,0,0,0,0,0,386215,343280,168803,267798,201897,224768,5490,16750,11913,12319,22469,25593,0
472480.02827764803,1,1,2,28,0,0,0,0,0,0,383206,196835,233675,251612,412889,177964,21225,8613,11843,12659,6440,26494,0
627998.0527405759,2,2,1,49,0,0,0,0,0,0,157826,189596,149911,171136,420313,18098,7637,13149,12775,372,7565,54305,0
29205.90865773049,2,2,2,39,-1,0,-1,-1,-1,0,4983,36626,8629,9333,25494,16940,2213,3775,575,5381,4000,3469,0
191528.6439989819,2,1,2,29,0,0,0,0,0,0,88175,44628,98284,88267,39247,44958,4510,716,4074,3377,2321,6989,0
190008.87744643245,1,1,1,49,0,0,0,0,0,0,106146,207723,96050,115690,46739,122485,3871,9248,10496,5147,5020,7109,0
188672.03059961257,1,1,2,35,0,0,0,0,0,0,306951,307367,196164,266700,284593,189574,11511,12118,8975,6397,5429,9836,0
14787.486283642607,1,2,3,47,1,2,2,-1,-1,-1,1011,-407,3604,642,2518,1335,-210,252,-490,401,1180,99,1
143690.09861543428,2,2,2,44,0,0,2,2,2,2,61608,80504,67840,1260,43952,194226,3850,7035,4040,7410,26870,39342,0
490236.0675226754,1,1,1,28,0,0,0,0,0,0,601067,245506,224817,248212,398328,189290,16201,28575,7116,4007,10067,29725,0
146009.35045618282,1,2,1,39,-1,-1,-1,-1,-1,-1,8464,861,883,1439,-758,1867,-72,-118,1194,229,-237,2276,0
14638.946812207909,1,2,2,26,1,2,2,-1,0,-1,1264,-356,1181,1831,2428,1440,-368,358,209,-177,312,105,0
30717.358700745324,2,2,2,39,0,0,0,-1,-2,-2,12585,408,537,112,-572,1008,-13,-524,504,-1,-95,-34,0
286767.6799920817,1,1,2,69,1,-1,2,0,0,0,23864,276682,17675,31193,24313,152646,20467,11071,5785,8787,10778,9551,0
332895.9372186774,2,2,1,55,0,0,0,0,0,0,348931,345951,262351,124233,436181,403136,8852,35135,58563,30077,8112,18136,0
194440.9708717291,1,1,2,23,0,0,0,0,0,0,114575,77049,45274,63436,40550,67574,3546,1852,4275,2238,3554,6491,0
259138.80669766627,1,2,1,51,1,0,2,0,0,0,238267,426831,288767,238685,147500,95698,10053,11464,5764,8993,44,5733,1
31211.943438521277,1,2,2,25,2,2,2,0,2,2,16089,-9535,19386,22067,49751,16387,-575,2184,1682,1661,1426,268,1
576972.1614177352,2,2,2,42,-1,-1,-1,-1,-1,-1,4879,1106,1232,1648,-1207,18953,1454,1644,9012,19,146,522,0
362488.54242311016,2,1,1,35,-2,-2,-2,-2,-2,-2,-2576,5663,9063,980,-254,7991,18288,15165,364,216,-67,10448,0
153247.74430352706,2,3,2,24,0,0,0,0,0,0,46669,47800,34147,39889,15509,62289,5130,4049,365,3339,3650,846,0
32452.239960129937,1,2,2,22,0,0,0,0,0,0,22820,36129,5984,16171,931,24665,1102,1888,202,1329,1813,2287,0
138206.69845851077,2,2,2,35,-2,-2,-2,-2,-2,-2,9624,-419,867,-1140,208,1976,379,25412,-57,2063,2481,402,0
659145.4396838082,2,2,2,24,-1,-1,-1,-1,-1,-1,23114,39944,16903,632,21758,16055,69752,12027,33278,10541,1409,74873,0
20941.395810910588,2,2,2,36,2,2,2,0,0,0,18750,30532,33998,29221,51790,22793,-107,1324,953,2362,1631,880,1
196742.12728752324,2,2,1,39,-1,-1,-2,-1,-2,-2,-538,1213,-509,460,653,491,-231,-235,635,-209,51,12,0
100249.3192309454,2,3,2,52,0,0,0,0,0,0,25483,31192,19024,-915,6236,6425,22880,10271,637,565,906,64538,0
203589.33297099452,2,2,0,36,-1,-1,-1,-1,-1,-1,2650,2118,4516,8002,3234,-87,1716,963,1143,64198,1669,150337,1
24409.312826399102,1,2,2,41,2,2,3,0,0,0,27764,61556,25148,39781,28125,58378,-88,662,712,2657,2094,320,1
195331.44629732953,2,2,2,39,-2,-1,-2,-2,-1,-1,1701,-116,-385,2435,606,11729,13307,386,1986,240,5117,1006,0
21114.687917018713,1,2,1,23,2,2,2,2,2,2,4317,1853,-662,2210,860,24,-158,125,-36,1861,1589,1170,1
20344.017771861374,1,2,2,49,3,0,0,0,0,0,17866,13493,7269,2575,106162,61035,7644,6089,8153,3001,26,2201,0
189243.14174608624,1,2,1,45,0,0,0,0,0,0,75691,59823,100037,82090,86438,44555,4735,1920,4559,3783,3984,6032,0
358023.6515267256,2,2,2,42,0,0,0,0,0,0,136368,326228,226982,27006,33395,358836,10368,17063,3661,6066,4142,96610,0
180480.44115501177,1,2,1,26,0,0,0,0,0,0,272662,161455,115655,455425,196062,86464,9011,1512,6473,6524,8418,8286,1
490837.2065607014,1,1,1,30,1,2,2,2,0,2,125968,364696,226267,295625,473464,144401,20021,19489,10696,8578,4556,15611,1
18008.973436813692,1,2,2,24,2,2,2,0,0,2,18406,15423,8704,12693,10752,16675,-1199,899,751,-113,1492,132,1
209094.22512095122,2,3,2,27,-1,-1,-1,-1,0,0,-2436,34318,3932,14308,2273,2420,7358,1623,1117,307,345,414,0
31328.872961705565,1,2,2,50,1,-1,-1,-1,0,0,4579,1198,-1223,-48,7217,-1102,-396,-692,530,260,-286,2031,0
277310.26839980436,2,2,1,29,2,0,2,0,0,2,167473,88198,149707,145663,34985,91412,7890,1805,2280,5037,24969,1591,1
194091.71125461566,1,1,2,39,-2,0,2,2,0,2,151101,201088,188074,225476,177405,174731,7028,7450,1080,8896,4309,8680,0
203231.03686823705,1,2,1,52,2,2,0,0,0,0,168616,139653,118535,190550,225380,152132,5441,6815,743,55922,9522,136284,0
99002.80982365069,1,2,1,41,0,0,0,0,0,0,26531,45203,61183,75467,32767,15437,1612,90174,5090,884,3798,488,0
206072.79177445822,1,2,2,37,0,0,2,-1,-1,0,29187,291873,11638,9546,68205,-218,8169,2566,4592,3413,12613,1891,1
27906.675796889074,2,2,2,45,0,0,2,0,2,2,21992,4594,9192,23406,17003,18171,1110,655,611,712,454,1274,0
502902.37531379226,2,1,1,40,0,0,0,0,0,0,85207,43597,16018,14091,38982,35391,1148,560,2601,1543,2935,4380,0
253455.90695743955,1,2,1,29,0,0,0,0,0,0,374060,307204,293433,262194,260859,508299,20992,14876,9629,11789,7718,25059,0
22236.343967533718,2,3,1,24,-1,2,0,0,0,3,-2194,3023,26713,11219,19500,3565,-84,1132,1017,290,1790,51,1
206222.73646475738,2,2,2,40,-1,-1,-1,-1,-1,-1,18597,12742,17110,5977,19290,215960,25379,11638,10504,21742,11648,11824,0
84590.26963491658,2,2,1,43,2,2,0,-1,0,0,65197,70958,90897,44353,56505,48581,1035,-186,7632,3028,10355,638,1
90534.02758939093,2,2,1,45,0,0,0,0,0,0,62362,80774,71084,68584,197596,78027,1754,3803,5815,3693,894,3485,0
387657.93183024763,1,2,2,59,-2,-2,-2,-2,-2,-2,4855,716,468,-276,138,1503,7785,13625,307,-273,211,22497,0
187856.51680423456,2,2,1,36,0,0,0,0,0,0,207033,290120,150414,184364,257767,165806,7902,9658,8905,8712,10515,7905,0
145309.54337532172,1,2,2,27,-1,-1,-1,-1,-1,-1,14090,3238,1317,4126,13161,1080,1235,3154,9163,1745,1106,3825,0
495662.6276039439,1,2,2,49,1,-1,-1,-1,0,0,2413,31143,-312,33277,14391,58499,51945,535,3976,7585,3988,276,1
387253.08403771394,2,2,2,44,-2,-2,-2,-2,-2,-2,3372,7853,5601,-806,1167,18308,11062,14625,404,69,67,45002,0
