LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
54586.9762311299,2,1,2,41,1,-2,-2,-2,-2,-2,-1767,-1228,-84,-1238,-336,1299,-476,-341,-259,64,-161,-183,0
137086.50471814195,1,3,2,38,0,0,0,0,0,0,15526,40479,-1479,14055,10633,20794,1971,8598,2932,1331,7,7756,0
46217.73307629509,1,2,2,26,0,2,2,2,-1,2,2618,13039,960,110,17866,8271,-399,492,473,2929,-137,-38,0
19425.756139814686,1,3,2,50,0,0,0,0,0,0,4081,16703,15025,11496,15343,12193,2242,641,164,333,86,300,0
108884.56300748361,1,3,3,47,1,2,2,2,0,2,21274,47899,22450,99199,78784,38832,9242,57960,4809,2856,-228,14058,0
118335.52447625485,1,3,3,33,1,0,0,0,0,0,66382,69425,43056,73379,42744,30862,4481,6066,319,2921,1979,10441,0
139625.6761124313,2,1,2,25,-1,-1,-1,-1,-1,-1,2358,19771,2767,-429,7017,17366,9862,174,567,712,-225,693,0
114811.67313849422,2,3,2,39,-1,-1,-1,-1,0,-1,38714,-691,1627,6607,7315,1094,552,3097,887,402,1008,164,0
100789.21418553236,1,3,3,32,2,3,0,0,0,0,76347,146877,82374,56678,103770,92968,6508,14408,-414,1603,2526,1791,0
126954.04901549456,2,4,3,29,-1,-1,-1,-1,-1,-1,2497,-4462,3554,-3391,3084,-1732,48440,1137,378,7580,-45,96086,0
73856.87426725296,1,3,3,61,2,2,2,2,0,0,90008,39328,126896,67958,42514,29333,3957,377,2368,3269,5159,1994,1
155655.78949400314,2,1,2,34,-1,-1,-1,-1,-1,-1,1574,-351,891,730,1096,1187,301,311,712,300,3821,-46,0
47230.03395226154,1,1,2,23,2,2,2,3,2,2,21055,23284,55416,23101,26177,10589,846,1221,1198,487,181,-37,1
138272.62728661494,2,2,1,28,0,0,0,0,0,0,154439,63757,72352,122809,88311,81246,5958,22485,3096,43069,2249,60261,0
336636.26949909,2,5,1,27,0,0,0,0,0,0,173946,196093,148160,514829,265572,125152,5583,730,-936,1293,28318,6405,0
360207.5603378191,2,3,2,30,-1,-1,-1,-1,0,0,8738,148965,1708,133549,67476,33921,55889,12747,9316,35645,19083,80584,0
129246.04855465445,1,2,2,41,0,0,0,0,0,0,4148,50,18019,15973,15000,65148,1111,8422,2377,5846,6763,13950,0
52384.97736141521,1,2,3,70,2,2,2,2,2,2,11107,17334,16762,738,18459,20780,3550,-879,-726,261,-224,10,0
22569.400445117153,2,1,2,39,-1,2,2,0,0,0,-289,15138,14270,15911,24916,13745,-350,518,412,-39,37,24,0
134819.583867181,2,2,2,29,0,0,0,0,0,0,218616,189716,323775,246717,166227,252500,7762,12402,7772,22077,4065,5111,0
115573.13414364308,1,3,1,48,0,0,0,0,0,0,9739,48702,21932,27850,19513,769,1409,573,910,512,1137,243,1
183445.02092531565,2,4,2,34,2,2,0,2,0,0,225903,203987,117426,175825,153458,138379,7270,3801,4905,9638,3950,7875,0
244967.6074302499,2,1,0,22,-2,-2,-2,-2,-2,-2,-336,-840,1112,-466,-885,-18,-191,440,-98,199,-25,-115,0
121918.89069790614,2,1,2,33,0,0,0,0,0,0,109446,28091,26477,126234,117215,18772,4224,1403,83,2469,2684,993,0
315122.5094326696,1,1,1,36,0,0,0,0,0,0,108665,40197,81541,94400,56399,49499,2630,3857,376,4261,3273,1006,0
57131.76202396277,2,1,2,32,-1,-1,-2,-1,-2,-2,701,2293,629,1204,-383,1415,583,-440,-289,-148,571,2330,0
379218.6840399733,2,2,2,36,-1,-1,-1,-1,-1,-1,3888,27034,23491,-417,58911,1009,81052,97538,66348,7001,11041,2184,0
103119.4443530436,1,2,2,22,1,2,2,2,0,0,-5238,1686,14857,4878,5232,6205,-774,825,1146,2783,1114,2736,1
460663.58054802875,2,2,2,25,1,2,0,0,0,0,81300,18304,10259,24193,201569,22024,5895,7428,17458,-373,5839,741,0
279821.5467127206,2,2,1,26,-2,-2,-2,-2,-2,-2,-729,296,4705,5536,584,-612,59397,694,4666,-218,2094,455,0
394430.18625110807,2,2,2,31,-2,-2,-1,-1,-1,-1,7137,7054,678,14456,19448,3955,6643,8497,4107,4302,6724,1716,0
113161.16968397188,2,1,1,42,0,2,0,0,0,0,-344,21630,666,-117,9522,-502,711,281,345,767,299,109,0
356294.8938866021,1,5,2,33,0,0,0,0,0,0,71417,-912,83372,697,42498,62840,1837,21008,2675,39952,2290,1010,0
125404.27444215523,1,3,2,32,2,0,0,0,0,0,57044,28847,55676,84014,41453,127921,641,2108,4114,2175,4697,2971,0
202821.67826176307,2,2,2,49,-2,-2,2,0,0,0,139351,182595,205436,174494,249978,195141,7721,11569,10745,2910,-7,-3,0
14440.7538130181,2,1,2,23,0,0,0,0,0,0,4561,11479,10480,7233,19479,11975,805,1454,771,178,317,-264,0
109712.03039636873,1,2,2,23,2,0,0,0,0,0,82429,168687,118549,96510,103198,56499,3404,525,4780,10325,4300,4804,0
477081.1902218808,2,2,2,35,-1,-1,-1,-1,-1,-1,3117,7624,5457,4663,4053,-2409,71032,45672,17692,6736,3722,14964,0
48843.31329680147,2,2,2,24,0,0,0,-2,-2,-2,-382,11998,709,-772,-730,586,-1483,-339,-705,44,39,-112,0
298637.6837744603,2,1,1,33,-2,-2,-2,-2,-2,-2,20871,29699,6069,16972,15090,923,80456,73347,1574,29002,2832,14465,0
328935.00544012006,2,2,1,27,0,0,0,0,0,0,118031,174021,149745,174528,116150,106615,10075,9257,18416,8794,9416,9159,0
373137.73946421046,2,1,2,23,-2,-2,-2,-2,-2,-2,70,-2081,875,-629,699,402,-759,126,-201,-129,-108,-14,0
264175.8131787026,2,6,1,36,-2,-2,-1,-2,-2,-2,10246,1929,6124,29376,26791,7792,69131,22470,66724,30424,20992,22792,0
129724.71444060872,2,3,1,43,1,-2,-1,-1,0,-1,1728,-469,832,597,682,-870,-314,748,182,553,654,-51,0
160952.73675423604,2,3,2,45,0,0,0,0,0,0,4682,75200,16266,25048,2311,1398,4933,3898,1270,3500,1147,385,0
116394.80971530068,1,5,1,30,0,0,0,0,0,0,88380,127329,51096,104705,70607,94805,9837,5234,4551,3157,3477,6982,0
86063.7069314438,2,1,1,23,0,0,0,0,0,-1,29660,34799,23422,27780,21734,28132,2065,596,371,2117,327,474,1
320181.70178917027,2,1,2,25,0,0,0,0,-1,0,21426,9211,10658,-146,4890,-1063,1497,1970,599,602,1312,119,0
54079.24023697219,2,1,2,33,-2,-2,-1,-1,-1,-1,414,3784,20853,949,24558,14227,1443,20097,189,65828,43228,2008,0
345804.7383279455,2,1,2,37,0,0,0,-2,-2,-2,12697,-4998,10341,787,876,-139,-194,6076,555,2390,3932,194,0
96645.6010282206,1,1,2,23,1,2,2,2,2,2,51821,63848,84719,63300,60397,151949,-983,14715,7437,1937,2016,2660,0
146315.8798413663,2,1,2,24,-1,-1,-1,-1,-2,-1,478,-18,188,50,421,251,165,254,45,110,229,-246,0
73112.40020901071,2,1,2,44,0,0,0,0,-1,-1,29799,30653,-2223,1248,733,-408,934,164,-62,1288,1462,-102,0
261211.8760575229,2,1,2,31,-2,-2,-2,-2,-2,-2,3197,14915,-571,-2521,7410,-5963,582,5266,-415,1233,174,7129,0
204160.59220380994,2,1,2,34,-1,-1,-1,-1,-1,0,-170,2203,907,-1706,11025,162,550,-287,578,1105,191,935,0
256669.8352036281,2,1,2,30,-2,-2,-2,-2,-2,-2,-1425,804,6524,3414,30500,-2794,2467,3495,3415,1112,52,-212,1
483998.3048437249,2,1,2,27,0,0,0,0,0,0,68545,304842,70618,37822,36071,102787,1991,11598,2681,2255,17685,3116,0
73088.32119350058,1,3,2,29,2,0,2,0,0,2,34424,39536,37736,26596,6060,33731,939,471,1941,-384,1258,100,0
348397.4717135355,2,1,2,27,0,0,0,0,0,0,160049,173948,167982,317649,168211,128392,8778,4730,17638,7037,10187,2117,0
122479.70724698005,1,2,2,24,1,-2,-2,-1,-2,-1,666,8742,731,307,1156,533,247,-426,752,70,187,163,1
328104.7730802677,2,1,2,46,0,0,0,0,0,0,111205,7367,14000,8870,10938,276,1214,996,4441,139,1633,2348,1
142119.86066152892,1,2,1,42,1,-2,-1,-1,-1,-1,2724,2863,5655,-468,9841,-3288,2049,8998,8424,4794,3985,232,0
359251.65113999764,2,1,2,28,0,0,0,0,0,0,143806,143751,165467,137327,129687,109444,157207,122376,4984,3115,8229,221149,0
157752.361548233,2,2,2,22,-1,-2,-1,-2,-2,-2,2022,1228,-1078,352,-187,-2247,280,-449,326,67,93,476,0
164967.71595329937,2,2,2,21,-2,-2,-2,-1,-1,-1,1418,4292,16910,2251,1271,-3573,52415,29106,251,19786,1729,13043,0
156943.72429305475,2,1,2,35,-1,-1,-1,-1,-1,-1,2209,3250,684,732,177,1372,40600,7,176,57,-26,-190,0
316832.1389899206,2,2,2,34,0,0,0,0,0,0,72440,87662,90862,76593,54748,54004,2207,5527,1581,4904,2811,2058,0
133164.12769130594,1,6,1,29,2,-1,0,0,0,0,113488,146400,146508,123242,88644,98408,3306,11486,7348,10200,5807,7001,1
125413.4375933652,1,1,3,35,-1,0,2,0,0,0,1694,41251,36255,41045,39549,65822,2991,1950,2709,527,380,1946,1
128099.96767870264,2,3,2,29,0,0,0,0,0,0,59120,33044,104437,50911,12508,29755,2576,825,1080,444,439,676,0
127583.54808481407,2,1,2,35,-1,-1,0,0,0,-1,327,8035,243,-1528,30284,-153,1463,2837,-209,-98,1780,3302,0
550356.7495835283,2,2,2,52,0,0,0,-1,0,-2,14939,9548,8693,2781,426,8583,44784,6120,10200,-159,124575,13586,0
262371.09305671166,2,2,2,37,-2,-2,-1,-1,0,0,-2980,1214,6624,4976,10066,17375,2829,26210,11160,16425,4780,-283,0
136216.88593666203,2,3,1,52,-2,-2,-2,-2,-2,-2,-259,-653,-469,-213,393,-1852,98,-484,-33,3817,-58,43,0
69068.57697043283,2,1,2,28,0,0,0,0,0,0,18109,90893,32392,34190,22832,-341,819,3802,290,1009,537,350,0
156643.9282317841,2,1,2,37,-1,-1,-1,-1,-1,-2,92,-11,-1178,238,275,1294,699,1280,1846,1801,76,-263,0
131627.8586370489,2,2,2,27,0,2,0,0,0,0,32385,19252,38496,54128,25192,34733,6953,16900,7689,7732,1854,14221,0
74236.55688077462,2,3,2,24,-1,-1,-1,0,0,0,37710,68540,36991,23147,80854,31787,1862,1676,456,2527,-11,1657,0
109636.36899052218,2,2,2,24,0,0,0,0,0,0,37037,58829,125436,65465,74500,73090,4123,4993,2346,4282,4305,4556,0
106871.92894665101,2,3,1,45,-1,-1,-1,-1,0,-1,1116,1136,40264,794,430,-93,1284,3725,1102,245,1601,154,1
119467.19233878855,1,3,3,41,-1,-1,2,-1,0,0,10245,783,10698,8700,6943,4111,289,4881,2362,7059,-656,868,0
114860.9499314262,2,3,3,43,2,2,0,0,0,0,4385,9478,15562,8571,8289,-178,622,526,431,1788,363,13,1
406219.658975491,1,2,2,36,0,0,0,0,0,0,10863,26288,234550,13729,112901,92289,2059,8995,1014,733,7436,368,0
368544.24376951065,2,2,2,35,-2,-2,-1,-1,-2,-1,15709,17213,11504,4576,9605,-8940,69499,66887,18194,12209,83102,35830,0
158187.6643049216,2,5,2,33,-2,-2,-1,-1,-2,-2,11230,10326,8399,9658,5003,12060,47726,4963,20739,9985,143,253,0
112711.4322356644,1,3,1,33,0,0,0,0,0,0,95249,58944,64486,123842,59251,172863,5080,4377,1790,3688,2415,1219,0
76321.46396199563,2,3,1,32,0,0,0,0,0,0,31862,21474,19405,25283,30372,41471,1743,1697,2432,2293,4310,522,1
169696.9515015639,2,1,2,34,-2,-2,-2,-1,-2,-2,1827,31676,2563,2640,13781,14130,72488,13867,16857,7007,20677,539,0
324097.0826622415,2,2,2,25,0,0,0,0,0,0,169119,83457,88218,89833,43996,210127,6050,1094,2661,4274,2102,5311,0
50966.70721364253,2,2,2,24,2,0,0,0,-1,-1,-717,2246,1252,-313,-297,171,11,-170,830,755,-265,-47,0
380787.58345430455,1,2,1,35,0,0,0,0,0,0,164221,212764,182695,279211,124335,254912,9706,7667,7306,6491,4154,5569,1
143756.92073491518,1,1,2,26,0,0,0,0,0,0,31561,50922,81080,33286,28412,43812,1547,1913,2160,1354,1382,580,0
105611.50752200253,2,1,3,59,1,2,2,0,0,2,28444,48372,35769,20511,12519,262,-753,-1074,677,575,-204,28,1
18527.449027082133,1,2,2,23,0,0,0,0,0,-1,11625,21360,9049,17907,1031,16368,4256,-162,718,544,1733,527,0
347516.431097417,2,2,2,27,0,0,0,0,0,0,97006,237513,303172,206362,173836,147342,7586,20371,7142,2162,11166,14049,0
73569.35168959705,2,1,2,43,2,0,0,2,0,0,150600,67700,188035,109141,128018,65250,3538,4260,4318,2920,5746,3807,1
74082.00227028332,2,3,2,50,0,0,0,0,0,0,4869,126120,41273,37665,1032,30338,2194,6806,1308,2625,1190,189,0
73031.16450867041,1,3,2,33,0,0,0,0,0,0,48331,27227,36507,41373,45379,36943,1858,3266,3536,1080,929,1441,0
49304.15149191241,1,1,1,23,1,2,-1,-1,0,3,172,295,1253,8757,349,683,-1353,1113,984,-29,-326,29,0
213686.4863139603,2,3,2,45,-1,-1,-1,-1,-1,-1,3352,1710,10004,-2227,8387,8470,62029,104260,17603,12713,5347,1437,0
126594.06230848843,1,2,3,37,2,2,2,2,0,2,103694,71331,69157,57765,56414,63759,5268,1417,2622,3426,1902,4073,0
516365.3438173811,2,2,1,23,-2,-2,-2,-2,-2,-2,-264,6680,3537,2489,11145,13407,5011,133072,9969,3977,10413,3218,0
111181.25924096984,1,6,2,33,2,2,2,2,0,2,102092,68676,102331,95211,52162,59810,7840,13248,12619,3520,-12,1839,1
302127.7417730149,2,1,2,39,-1,-1,-1,-1,-1,-1,1933,13347,640,1604,1465,1440,10447,115,821,-30,51181,1177,0
