LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
206807.09368066714,1,1,1,37,0,0,0,0,0,0,48000,100655,63685,68369,49736,78382,3338,28768,3303,6536,4685,3736,0
80077.38890180798,2,2,1,48,0,0,0,0,0,0,19057,6107,-3215,18862,22455,22860,3551,2895,1064,5301,1784,6016,1
529323.1138668624,2,2,1,29,-2,-2,-2,-2,-2,-2,-163,1251,-482,415,203,121,1304,751,4589,447,385,1546,0
300790.4838751165,2,1,1,37,0,0,0,0,0,-1,313468,254481,83956,220752,140056,115032,21181,13938,10910,11388,13242,7458,0
45232.816537424136,2,2,2,29,0,0,0,0,0,0,43121,9313,80527,35064,20322,44927,2200,1322,1547,9376,1260,150757,0
390331.6535789743,2,1,1,27,-2,-1,-2,-2,-2,-2,10908,12590,8734,-193,-118,294,1072,7675,-92,185,143,-68,0
47382.78388473434,1,2,1,48,0,0,0,-1,-1,-1,48051,17844,16447,-665,525,11622,6989,4742,1642,22051,417,3801,0
67762.4860115721,1,2,1,43,0,0,0,0,0,0,214043,117524,190382,149526,42903,57884,2363,2432,5910,2840,2348,3236,0
128679.67726969477,2,1,2,48,-2,-2,2,2,2,3,56460,16559,22194,39766,16501,65030,1414,2553,5276,2821,4976,3569,0
44757.02871976079,1,3,1,34,0,0,0,0,0,-1,40929,972,32264,7504,79,342,1543,2219,1119,509,-100,1340,0
140615.90443721385,2,2,1,27,0,0,0,0,0,0,126435,92858,197594,60142,62892,56928,4000,12468,1972,3512,3302,1848,0
122238.28259004504,1,1,2,37,1,2,0,2,2,2,27709,16331,16321,24981,5246,36527,310,1627,837,1119,296,364,1
194187.73885591477,2,2,2,43,-2,-2,-2,-2,-2,-2,-2746,-4595,-434,-245,-879,-284,957,138,96,411,12,-102,0
567367.3661580258,2,1,2,44,-2,3,2,2,2,-2,51659,7760,48065,41365,19443,41542,1094,-334,2403,587,20574,1966,0
36298.1625533215,2,2,2,24,0,0,0,0,0,-2,481,26583,258,-3494,-585,501,1386,863,393,-138,213,96,0
112883.84120899318,2,1,2,39,0,0,0,0,0,0,76916,68612,84368,36247,21214,14562,2240,4118,979,8756,29859,2377,0
211089.58754001115,1,2,3,39,-1,-1,-1,-1,0,0,521,1268,2677,9742,-410,523,323,134,9119,521,1215,626,0
104175.60837942915,1,2,2,28,1,2,-1,0,-1,-1,2224,44,-1173,1513,501,240,149,375,1249,66,-20,-86,1
84266.09159921824,1,2,2,27,-1,0,0,0,-1,-1,-616,1891,1796,3797,3259,372,1146,2030,4019,14,508,199,1
321676.0463645994,2,1,2,30,2,2,2,2,0,2,109134,263272,383147,434197,203290,213140,8847,6130,526,5888,-114,4901,1
63279.419858950016,1,2,2,45,3,2,5,3,3,-2,51594,885,1013,1337,-881,36953,366,588,-10,172,-27,-201,0
52750.62626959417,2,2,2,39,0,0,0,0,-1,0,57065,41848,19322,35774,13035,13893,1779,3267,4995,4336,1432,3339,0
167842.42102132473,2,2,1,30,0,0,0,0,0,0,163371,270550,253667,240639,107725,49242,8093,9156,7008,6990,5829,5797,0
111038.94052987476,2,2,3,40,0,0,0,0,0,0,21998,12619,9797,8571,25437,26413,2576,314,511,180,2470,1298,1
50013.88452993004,2,1,2,23,0,0,0,0,-1,-1,31915,39857,19711,639,-868,9548,14416,8104,1722,668,1052,-90,0
505528.89929170103,2,1,1,29,-1,-1,-1,-1,-1,-1,25884,8715,8855,31585,1861,-5875,11022,58419,37568,16822,117340,26600,0
262932.5492667498,2,1,2,40,-2,-2,2,2,0,2,32960,81436,22184,57152,35697,57234,21994,37368,1083,58619,9,48386,0
101510.2463806784,1,2,2,29,-1,-1,-1,-1,-1,-1,259,1796,-54,1265,152,952,73,-198,958,1651,57,1769,1
122667.70605968706,2,2,1,50,2,2,2,2,0,2,32919,56324,25707,30472,16382,27824,1004,450,998,6212,280,426,0
80475.34928143732,2,2,2,30,0,0,0,0,0,0,77897,128752,68518,26239,28764,29239,7447,2513,1181,2077,1095,1228,0
516822.02473722695,1,2,1,44,-2,-2,-2,-2,-1,-2,2135,644,-147,-46,917,-155,472,65,1895,914,-311,232,0
456409.05352307204,1,2,1,48,-1,2,0,0,0,0,5360,1486,1448,21143,32613,27164,-918,781,9978,183,462,2524,1
513920.54281821137,1,6,2,26,-2,-2,-2,-2,-1,-2,-155,552,144,1046,961,-878,-217,46,3853,446,544,17037,0
579454.8827487373,1,1,2,40,1,2,4,4,4,3,3000,1424,1060,15188,587,1618,51,-752,712,-50,194,17,1
505514.58886779594,2,2,2,30,-2,-2,-2,-2,-2,-2,-79,-171,888,41670,54985,54513,5645,973,5150,272,6320,20765,0
87005.96551146598,2,2,1,38,0,0,0,0,0,0,117788,20040,51385,86083,25046,18320,11274,10360,2221,6654,519,362,0
344546.07160761417,2,1,2,27,-1,-1,-1,-1,-1,-1,26281,350,697,-4116,10705,22087,8176,39768,7243,2343,2764,1768,0
36741.353779482495,1,2,1,56,0,0,0,2,0,2,24909,9111,12122,20589,20620,28565,1689,859,162,326,97,1208,1
291994.7903504972,1,2,1,48,0,0,0,0,0,0,397520,303364,249310,478630,312174,376887,22800,1873,18761,-100,9417,31106,0
185277.7767209905,1,4,1,44,2,2,2,0,0,0,219240,211882,223696,307296,110574,103670,6769,6633,9322,5354,6050,9637,1
484602.57344676566,2,2,2,44,0,0,-1,0,0,0,307425,266482,411915,487773,325386,481522,26403,44436,14641,6421,8378,4918,0
80797.82546927268,2,2,2,24,0,0,0,0,0,0,69124,39530,29422,3147,35156,21208,1954,1787,7376,2053,1640,2892,0
99236.87963379826,2,2,1,47,0,0,0,0,0,0,47456,4588,13712,18701,17876,16718,1650,1096,1423,2445,1911,1840,1
42320.3852720309,1,3,1,47,0,0,-1,-1,-1,-1,32108,138431,85406,-2159,1407,21059,3754,7758,1303,5159,2284,-954,0
381955.8693091987,2,1,2,27,0,0,0,0,0,0,210744,94333,133248,76296,129560,112526,5087,38623,16908,2776,8325,1559,0
111598.07926998296,2,1,2,26,-2,-2,0,0,0,0,153088,90746,86338,54639,84014,89981,4488,37887,3881,8786,2759,1998,0
114119.04356341627,2,2,2,39,-2,-2,3,0,0,0,57547,135002,137176,94105,65304,71199,3630,4439,7268,3013,2256,2565,0
129499.64462408415,1,3,3,56,2,0,0,0,0,0,110149,13120,52382,54498,15282,25746,3344,845,380,1882,149,528,1
33594.26530338057,2,2,1,48,0,0,0,0,-1,0,18382,52856,10795,28946,10522,13569,13246,2262,3217,16660,4169,238,0
180239.31768631388,2,2,2,41,2,0,0,0,0,0,130538,118472,86659,64865,109503,78925,5877,4188,1232,-163,1843,3827,1
49837.527019967296,2,2,1,54,0,0,0,2,0,0,23380,9630,33000,15992,15967,27876,1310,1916,1086,1936,497,2903,0
429704.8143457574,2,1,2,40,-2,-2,-2,-2,-2,-2,21227,-10366,-1238,29562,-892,-1319,19608,24216,4438,1354,-119,-244,0
464126.6312818644,1,2,1,43,-2,-2,-2,-2,-2,-2,-814,1315,199,621,-416,233446,61,664,77,477,81,1733,1
44217.83426354653,1,2,1,41,-1,0,-1,-1,-1,0,31693,37369,25785,41035,10158,50464,15886,17866,947,2459,1318,796,0
508578.1337614027,2,2,2,32,-2,-2,-2,-2,-1,-1,2991,10319,2726,267,4529,7174,7342,-295,797,2175,613,57,0
152959.08306791892,1,2,1,42,0,0,0,0,0,0,267296,419678,330769,456989,179925,458761,14148,10300,686,3999,19110,10682,0
87698.93024850688,1,1,2,27,-1,-1,-1,-1,-1,-1,8079,1597,4538,-1331,-374,5050,575,5254,6790,4047,1537,660,0
165089.33215469032,2,3,1,45,0,0,0,0,0,0,82307,51260,60765,51458,71098,1291,2490,7048,7164,4299,3704,-117,0
375841.9339834154,2,1,2,31,-1,-1,-1,-1,-1,-1,2604,6737,14115,1888,15602,12247,12382,78956,18381,4058,15885,19791,0
90106.62128911051,2,1,2,22,1,0,0,0,0,0,9991,18607,19671,21944,30979,47521,2911,8925,3739,1871,233,1845,0
228213.24926299733,2,2,2,27,0,0,0,0,0,0,208541,148809,282730,155093,244864,80138,11087,7916,8372,9489,4229,1823,0
136681.50247970427,1,1,2,44,1,0,2,0,0,0,171375,472864,93078,255712,64309,56278,361,2008,78026,21645,3847,3657,0
504269.0184587594,2,2,1,45,-1,-2,-1,-1,-1,-1,3656,11364,11037,8220,3,8380,266,34294,160874,4454,2022,12197,0
536125.6852879359,1,2,2,57,-2,-2,-2,-2,-2,-2,3031,1116,17,-787,26,-743,-161,46,555,145,54,-18,1
83220.02918185029,2,1,1,29,-2,-2,-2,-1,-1,0,-629,-678,75722,8232,442,820,2965,4166,5458,2871,2735,1288,0
27617.52505691368,2,2,1,51,0,0,0,0,0,2,25588,28949,9237,1041,-204,17956,13125,2146,1732,-89,-87,-64,0
326219.095106721,2,1,1,36,0,0,0,0,0,-1,260237,293164,162778,186158,23290,38249,10384,48920,15792,4771,11171,31929,0
90354.03630448629,2,3,2,28,-1,-1,-1,-1,-1,-1,-401,1286,-726,5625,1767,42865,1672,1042,3377,2031,662,2610,0
48942.43901057057,2,2,1,43,-1,-1,-1,-1,-1,-1,6196,6909,6329,23976,5831,10263,9749,1512,9171,19283,14216,2653,0
211334.8411615155,2,3,1,29,-1,-1,-1,-1,-1,-1,3557,4187,2665,5733,6889,1113,13344,5897,11475,10355,5490,5505,0
94108.90469522086,2,1,2,28,0,0,0,0,0,0,68163,54976,46368,42685,50135,40894,3345,2030,1126,1717,3987,2670,0
45636.730144185574,2,2,2,28,0,0,0,0,-1,-1,29981,23101,30221,161,203,1579,3826,1897,439,2698,61,-134,0
114165.02187906296,2,3,2,33,0,0,0,0,0,0,51314,12305,22180,45548,18784,35191,3772,1144,300,538,1170,428,0
231450.14400827285,1,2,2,34,2,3,2,2,2,2,55696,17379,42053,31596,23487,44912,1089,-1095,290,2910,960,1283,1
122115.87389605111,1,2,2,38,1,2,-1,-1,-1,0,3757,1190,1509,16877,-586,587,188,366,3295,93,186,427,0
163512.2106534936,2,1,1,48,0,0,0,0,0,0,142084,231337,61964,49135,79283,104438,45522,77513,3727,56119,61884,62979,0
193322.07462950744,2,2,1,43,2,0,0,0,0,0,137640,333171,131798,268908,102262,15611,5457,5808,757,7274,2466,7476,1
53576.92069260905,1,2,1,35,-1,-1,-1,-1,-1,-1,-246,1134,1840,458,46,-232,252,343,576,300,86,97,1
140895.2359148717,2,1,2,38,0,0,-2,0,-2,-2,68422,-2862,352,-445,-136,1018,13864,1157,1014,1893,106,-168,0
108337.23572989152,2,2,2,53,0,0,0,0,0,0,38241,12476,29976,24094,24030,67606,2243,1725,2396,2002,1743,2399,0
70400.44257505966,2,1,2,28,-1,0,0,0,0,0,3179,32824,51457,32919,16402,50983,7824,1407,7505,3267,4027,1964,0
434017.0463494771,2,1,1,35,0,0,0,0,0,0,214107,81859,196004,118850,23287,158046,10365,14023,848,12226,2135,7823,0
70956.11810806047,2,2,2,30,0,0,0,0,0,0,218612,159855,101189,323228,124267,148152,8405,10326,7407,6266,5721,1379,0
353577.7398512921,2,2,1,55,2,2,2,2,0,2,234878,265441,123145,163611,346337,155487,14226,9544,10412,5927,3452,8830,1
508819.1793917841,1,2,1,30,-1,-1,-1,-1,-1,-1,2258,1094,2953,374,2059,207,3181,776,1030,3688,817,-291,0
510567.4678438346,2,2,2,26,1,-1,-1,-1,-1,-1,569,1248,7538,1207,-320,20978,-477,842,18655,222,2802,14105,0
103142.43217465725,1,1,2,35,2,2,2,2,2,2,50335,89966,20498,96385,66569,51354,6663,2747,5125,4324,4059,1532,1
46167.676498770394,2,2,2,46,1,2,5,2,2,3,29671,13349,610,12039,20035,160,1207,-89,-170,1688,1098,-107,1
95062.63942339108,2,2,2,39,0,0,0,0,0,0,68896,436,74962,2401,24855,23303,2585,4321,713,2029,1375,1044,0
80440.53312478439,1,1,1,35,0,0,-1,0,0,0,46034,4995,30648,12631,5585,11934,540,10494,8236,4739,1773,951,0
517997.7754767967,2,1,2,26,-1,-1,-1,-1,-2,-2,-2024,9538,61,-12,17,867,334,-242,853,83,217,47,0
750366.158837795,2,2,1,35,0,0,0,0,0,-2,173377,59325,7154,14169,29898,15252,18243,3955,1938,1084,4949,2424,0
128196.48038166834,2,2,2,43,0,0,0,0,0,0,64462,62375,4655,31045,15671,60056,4483,-580,624,2048,1944,-50,1
231345.01818995352,1,1,2,40,1,2,2,2,2,0,26773,22486,72902,20478,74552,88831,1937,334,2553,555,4754,3903,0
172582.9730037836,2,2,1,43,0,0,0,0,0,0,202063,195594,178599,77272,195751,1856,8947,19884,12569,5676,249,4491,1
35719.841756314265,1,2,2,27,1,0,0,0,0,0,5071,14548,10208,31596,22500,14408,1700,2094,1696,573,2813,2292,1
105846.72527561791,2,1,2,29,1,0,-2,0,3,-2,24523,37525,-1315,43529,8283,222808,4611,-230,635,330,483,1682,0
38230.42646137779,2,2,2,22,3,0,0,0,0,-2,415,19305,249,14118,7914,833,853,950,524,120,-24,388,0
128874.68274319638,2,4,1,52,0,0,0,2,2,2,58434,34053,58735,21914,29964,59714,5476,1037,-103,2762,5325,2082,1
195542.53796599142,1,2,1,48,2,0,2,0,2,3,167664,372221,209959,379579,260569,149011,10731,9467,11874,6002,5219,10244,1
44664.36603342112,2,2,1,38,0,0,-1,-1,-1,-1,36755,34913,19556,32737,1474,1112,1690,2127,1745,651,1400,259,0
98095.20441015468,1,1,2,27,-1,-1,-1,-1,-1,-1,2420,3217,1415,389,530,1300,1035,413,351,1915,35,1077,1
155819.09063291014,2,1,1,38,0,0,0,3,2,2,133442,44025,55058,161769,1181,1743,2565,45,4626,-181,2463,207,1
76411.62636955039,1,5,1,35,0,0,-1,-1,-1,-1,38103,38882,10276,12440,-278,1660,8159,-214,815,702,180,-869,0
34388.632889002685,2,2,2,36,3,0,0,-1,0,3,2796,2077,1691,11755,-357,2223,780,-69,922,45,405,271,1
32360.052205774824,2,2,2,52,0,0,0,0,0,-2,16648,12175,35761,5130,-454,594,3041,830,325,1768,-68,1920,0
325718.6244463982,2,2,2,29,0,0,0,0,-1,-1,87958,20383,16903,190445,3040,18933,9760,3709,9644,8924,10701,3360,0
34449.160953687024,1,2,2,22,-2,-2,-2,-2,-2,-2,5990,3368,21041,17519,22757,37311,381,184,343,890,-216,272,0
68754.67440712659,1,2,1,53,2,2,0,2,2,2,53467,37587,32286,47294,15892,52784,943,2571,-630,2919,1900,2432,1
120887.9888864552,2,2,2,24,0,0,0,0,0,0,22174,9930,8762,5073,31576,51043,5082,376,1404,1077,905,1854,0
98096.57050723885,2,1,2,25,-1,-1,-1,-1,-1,0,2165,2007,1642,-645,160,-41,180,204,714,86,192,1797,0
478708.1693328542,2,4,1,29,-2,-2,-2,-2,-2,-2,14649,5007,14251,-430,15230,7042,14559,41012,12350,2936,33473,68721,0
361117.9947756632,2,1,2,39,-1,-1,-1,-1,0,-1,-369,999,30456,152187,19361,41057,17134,82174,22676,9738,14755,22896,0
147466.78187441785,2,2,2,26,-1,-1,-1,-1,-1,-1,17198,7194,4965,12572,-851,6317,28283,1330,196348,18369,2229,173640,0
191925.49033570703,1,3,1,47,-1,-1,-1,0,-1,-1,23835,2055,2594,2881,528,2175,869,5011,2855,3494,1375,144329,0
29365.07154436055,2,2,2,47,-1,-1,-1,-1,-1,-1,-885,13287,13506,17557,296,11675,1435,-153,931,1588,98,1112,1
39097.976715365454,2,1,2,25,0,0,0,0,0,0,20092,8427,24974,11086,14246,31418,3323,2381,1050,1903,1920,406,0
49118.13739733448,2,2,1,43,0,0,0,0,-1,-1,55664,56378,4899,27754,14021,12363,23938,1076,2002,3226,49347,153186,0
557627.467524575,1,2,3,36,1,-2,-2,-1,-1,3,4319,129,7648,919,1721,1522,-301,-92,1386,406,49,254,1
483983.18109111936,2,2,2,41,-2,-2,-2,-2,-2,-2,426,9717,-296,6272,-319,1460,8608,908,1214,5961,359,-138,0
237931.4473353405,2,2,1,43,0,0,0,0,0,0,319574,301642,532075,418404,320510,509326,28374,7765,8421,6273,12237,5621,0
179885.01196294551,1,3,1,44,2,0,0,0,0,0,197361,383241,206335,293109,112540,209554,8181,14781,11568,5562,4843,6351,1
56581.72426254051,2,1,2,34,0,0,0,0,0,0,40224,26989,21494,34603,19606,10951,2579,3197,1907,1897,1950,-201,0
109842.37094212492,2,2,2,38,2,0,2,0,0,2,50957,2091,1531,13245,35140,21398,2300,3486,226,3892,1944,2118,1
89608.46217391716,2,1,2,25,-1,-1,-1,0,0,0,-737,869,1898,-222,11519,540,477,1689,1044,-95,795,5233,1
507152.98910747893,2,1,2,25,-1,-1,-1,-1,-1,-1,12171,10963,16775,16018,3062,5703,9463,13840,140467,1953,120,106,0
391780.35697663145,1,6,1,35,3,0,-2,-1,-2,-2,163692,-542,-988,4440,-1704,1472,2502,90,6999,408,-58,176,0
76547.13822621375,1,1,2,28,0,0,0,0,0,0,48349,55974,20502,27697,47836,23138,2887,25446,4261,1743,431,2286,0
58702.49279296571,2,2,1,31,0,0,0,2,-2,-2,11337,22762,5338,8180,1784,10372,4863,2172,734,462,28,4394,0
139558.67757724755,2,1,1,36,0,0,0,0,0,0,47548,222954,37862,40529,103065,40137,2560,2667,5037,3556,3569,11155,0
284156.4219990951,1,3,1,47,0,0,-1,0,-1,-1,255523,76083,67129,136152,39703,131197,9437,5720,143223,7774,113321,178360,0
203809.58883386396,1,2,1,56,1,0,3,2,2,2,68883,18718,18990,49739,86823,51521,4385,2333,196,3376,2214,2833,1
41809.17871020343,1,2,2,49,0,0,3,4,2,-2,13824,19010,1788,11340,790,22728,1999,426,7,-193,93,-157,1
319070.2978342769,1,4,1,37,0,0,0,0,0,2,241486,254658,502617,256885,24758,59686,7544,16899,12131,16100,96190,15459,0
220653.02846144693,2,1,2,29,-1,-1,-1,-1,-1,-1,16821,10177,665,1684,2653,-296,10772,30797,1203,3193,2244,103165,0
162018.78484826518,2,2,1,31,0,0,0,0,0,0,244658,151643,205791,304918,147603,97796,8903,25929,8039,7782,6455,4339,1
480138.5701050091,2,2,2,35,-1,-2,-1,-1,0,0,16346,15063,19070,59320,117753,21500,16668,32519,18551,4990,7837,12633,0
86545.88413191975,2,2,2,40,0,0,-1,-1,-1,-1,15223,2061,15800,6188,560,878,592,623,336,1723,730,-24,0
38441.10504000486,1,2,2,43,1,0,-1,0,-2,0,20426,15197,-354,21982,14815,15741,1111,1092,62,-188,-113,231,0
76722.58888153824,2,2,1,35,2,2,0,0,0,0,2634,26990,36821,81524,48371,55562,722,1439,2441,2633,2413,534,1
45177.795189688266,1,2,2,49,1,2,5,4,4,3,8168,1086,2583,15213,3070,953,1171,-752,951,-408,-29,-388,1
75493.79610131813,1,3,2,34,0,0,0,0,0,0,126230,31145,58805,40923,46836,41187,2680,14331,97954,2812,2093,2612,0
177102.47904420717,2,1,1,45,0,0,-2,0,-2,0,24033,54913,31256,55097,25980,59875,9502,6491,5503,4739,4831,10970,0
82804.5035627743,2,1,2,35,-1,0,0,0,0,-1,40081,14194,35437,15079,11255,32,9210,2607,5011,6036,7873,267,0
516184.35430892353,1,1,2,26,-2,-1,-1,-1,-1,-2,12992,9866,3827,3840,9050,20553,5915,3324,8764,11137,5347,3828,0
496935.3609300023,2,4,3,30,-1,-1,-1,-1,-1,-1,9693,7420,13483,109537,1126,714,11310,3760,2104,2467,129606,2967,0
665264.7969296818,2,1,2,36,0,0,0,0,0,0,48755,37926,23774,63064,41719,16175,18483,21593,111917,8574,1892,3024,0
587792.604572212,1,1,2,33,3,-2,-2,-2,-2,-2,39494,25871,410,29100,22552,85850,6771,820,939,536,1,7643,1
385373.7784500497,2,1,2,22,-1,-1,-1,-1,-1,-1,2558,14049,1459,-699,28,147,1202,476,483,2668,313,785,0
343024.98627571686,2,2,1,44,-1,0,-1,-1,-1,-1,24214,13823,-645,8664,2437,3837,9925,3584,5754,12037,17595,-612,0
502314.76004968176,2,1,2,30,-2,-2,-2,-2,-1,-2,16077,18368,9137,-638,-266,-231,11276,23153,4113,2342,68,-240,0
31070.892224019906,2,1,2,25,-1,-1,0,-1,0,0,26660,22094,14408,19336,15318,7576,10215,34538,6458,534,277,110,0
425889.7180948008,1,6,1,43,2,0,0,0,0,0,171216,109125,117184,185274,82451,56629,4537,17184,5855,2530,3755,3266,0
555242.6952759062,1,2,1,41,-2,-2,-2,-2,-2,-2,6174,18552,202,1416,128,-342,18818,320,332,1303,-68,1219,0
86503.86532165468,2,2,2,45,0,0,0,0,0,0,45251,29088,22908,44945,21336,25679,1469,2159,3115,2975,524,1799,0
36663.40172987913,2,2,1,46,0,0,0,0,0,0,42081,12529,12178,31404,32432,39974,1284,53,2716,2016,5165,1494,1
191809.0392215693,2,2,1,41,2,0,2,2,2,0,48735,45753,30876,19131,14193,27211,1302,3087,8106,69,4827,16142,1
91209.417816089,2,2,2,26,0,-1,0,0,-1,0,11922,7292,20022,17467,8300,15907,976,297,514,1049,2286,-86,0
157365.59703060173,2,2,1,30,-1,-1,-1,-1,-1,-1,3023,705,1128,1883,1714,1220,5607,128,803,465,257,-126,0
289754.1699582657,1,2,2,27,1,-1,-1,-1,-1,-1,2347,1395,1291,-73,1083,-576,145,552,5869,171,765,-89,0
112005.45546411056,2,2,1,30,0,0,0,0,0,0,168140,296481,121562,64345,125758,62995,5661,3387,8174,3759,2764,3842,0
460020.0880570745,2,2,1,47,0,0,0,0,0,0,244151,26601,274470,246367,66899,70541,15477,23420,138238,2090,3145,1574,1
54555.64036027059,2,2,1,41,0,0,-1,-1,-1,-1,19568,10628,20374,32558,8287,7922,21203,15664,1075,7853,6144,400,0
388358.8413065302,2,3,1,34,-2,0,2,0,0,0,113987,38828,24800,49256,16194,36317,1312,34964,157984,14538,235,42805,0
116247.37307968602,1,1,2,55,3,0,0,0,0,0,53598,30179,54828,33068,8532,45309,1775,2437,984,2131,549,1047,0
155350.66033428875,2,2,2,35,0,0,0,0,0,0,221242,157263,204576,243621,267423,103350,10469,9322,6984,6505,16538,7120,0
83096.35188784648,1,1,2,27,0,0,0,0,0,0,80896,310739,64204,69271,78075,48926,9454,10897,6869,5154,4488,2951,0
140007.27593888892,2,3,1,34,0,0,0,0,0,0,147270,120252,107580,61463,54279,51711,3245,4141,136230,2504,2791,84205,0
104270.62229691478,1,1,1,35,2,0,0,0,0,2,7283,9182,255361,9163,28324,16994,1778,857,974,2059,1587,119,1
